                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                 1.1594,                 0.6405,                 1.1282,                0.85642,                0.86864,                0.88034,                0.54616,                 1.2013,                0.57662,                 1.1916,               0.007624,               0.007624,               0.007624
                     74,                 1.1871,                0.64308,                 1.1343,                0.87536,                0.85415,                0.88757,                0.56774,                 1.1728,                 0.5773,                 1.1848,               0.007591,               0.007591,               0.007591
                     75,                 1.1739,                0.64148,                 1.1263,                0.89313,                0.84085,                0.89527,                0.56179,                 1.1761,                0.59378,                 1.1789,               0.007558,               0.007558,               0.007558
                     76,                  1.165,                0.64771,                 1.1391,                0.92701,                0.79752,                0.91385,                0.54539,                 1.1892,                 0.5754,                 1.1971,               0.007525,               0.007525,               0.007525
                     77,                 1.1603,                0.64975,                 1.1447,                0.87449,                0.84039,                0.87992,                0.54714,                 1.1748,                0.61022,                 1.1818,               0.007492,               0.007492,               0.007492
                     78,                 1.1825,                0.64882,                 1.1234,                0.85474,                0.90328,                0.89575,                0.55869,                 1.1877,                0.58191,                 1.1914,               0.007459,               0.007459,               0.007459
                     79,                 1.1488,                0.62702,                 1.1217,                0.80036,                0.87258,                0.90136,                0.54317,                 1.1895,                0.59196,                 1.1965,               0.007426,               0.007426,               0.007426
                     80,                 1.1552,                0.61748,                 1.1182,                 0.8141,                0.82763,                  0.863,                0.54507,                 1.1495,                0.56635,                 1.1732,               0.007393,               0.007393,               0.007393
                     81,                 1.1577,                0.62337,                  1.117,                0.82863,                0.86149,                  0.884,                0.58422,                 1.1365,                0.57831,                 1.1588,                0.00736,                0.00736,                0.00736
                     82,                 1.1686,                 0.6327,                 1.1292,                0.91416,                0.86948,                0.88772,                0.58475,                  1.144,                0.57719,                 1.1638,               0.007327,               0.007327,               0.007327
                     83,                 1.1402,                0.61934,                 1.1241,                0.76248,                0.87662,                0.84581,                0.54831,                 1.1608,                0.56053,                 1.1707,               0.007294,               0.007294,               0.007294
                     84,                 1.1541,                0.62131,                 1.1075,                 0.8686,                0.93562,                0.90841,                0.58207,                 1.1389,                0.55094,                 1.1571,               0.007261,               0.007261,               0.007261
                     85,                 1.1176,                0.60811,                 1.1188,                0.87687,                0.93062,                0.93257,                0.59023,                 1.1623,                0.58217,                 1.1758,               0.007228,               0.007228,               0.007228
                     86,                 1.1387,                0.61325,                 1.1111,                0.85981,                0.88054,                0.91619,                0.56638,                 1.2012,                0.56948,                  1.195,               0.007195,               0.007195,               0.007195
                     87,                 1.1346,                0.61349,                 1.1236,                0.88153,                0.85894,                0.90351,                0.58924,                 1.1655,                  0.573,                 1.1749,               0.007162,               0.007162,               0.007162
                     88,                  1.165,                0.63004,                 1.1179,                 0.8417,                0.82824,                0.86279,                0.54066,                 1.1799,                0.56148,                 1.1843,               0.007129,               0.007129,               0.007129
                     89,                 1.1472,                  0.634,                 1.1235,                0.89341,                0.90889,                0.93938,                0.57137,                 1.1751,                0.55856,                 1.1914,               0.007096,               0.007096,               0.007096
                     90,                 1.1435,                0.61207,                 1.1068,                0.85738,                0.82389,                0.87082,                0.55532,                  1.154,                0.57295,                 1.1804,               0.007063,               0.007063,               0.007063
                     91,                 1.1119,                0.60165,                 1.0978,                0.85013,                0.84121,                 0.8982,                0.55654,                 1.2037,                0.58411,                 1.1993,                0.00703,                0.00703,                0.00703
                     92,                 1.1163,                0.60225,                  1.107,                0.92032,                0.84834,                0.92623,                0.58226,                 1.1316,                0.56554,                 1.1608,               0.006997,               0.006997,               0.006997
                     93,                 1.1262,                 0.6021,                 1.0967,                0.91013,                0.82579,                0.91237,                0.54183,                 1.2049,                0.59416,                 1.2082,               0.006964,               0.006964,               0.006964
                     94,                 1.1274,                0.60423,                 1.0959,                0.87428,                 0.8127,                0.87895,                0.54374,                 1.1648,                0.54748,                 1.1886,               0.006931,               0.006931,               0.006931
                     95,                 1.1042,                0.59116,                 1.1031,                0.96023,                0.82226,                0.91679,                0.58205,                 1.1307,                0.55083,                 1.1671,               0.006898,               0.006898,               0.006898
                     96,                 1.1243,                0.60105,                 1.0971,                0.91447,                0.87165,                0.92072,                  0.576,                 1.1271,                0.54097,                 1.1615,               0.006865,               0.006865,               0.006865
                     97,                 1.0774,                0.57976,                  1.097,                 0.9054,                0.88833,                0.95149,                0.58766,                 1.1392,                0.54191,                 1.1671,               0.006832,               0.006832,               0.006832
                     98,                 1.1007,                0.58949,                 1.0939,                0.88462,                0.84009,                0.91595,                0.60073,                 1.1232,                 0.5444,                 1.1608,               0.006799,               0.006799,               0.006799
                     99,                 1.1436,                0.60756,                 1.0934,                0.87463,                0.90175,                0.89215,                0.57021,                 1.1448,                0.54895,                 1.1748,               0.006766,               0.006766,               0.006766
                    100,                 1.1259,                 0.5982,                 1.0948,                0.88308,                0.79281,                0.88928,                 0.5601,                 1.1876,                0.57431,                  1.197,               0.006733,               0.006733,               0.006733
                    101,                  1.103,                0.58296,                 1.0934,                0.95794,                0.86627,                0.93885,                0.58645,                  1.141,                 0.5468,                 1.1674,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.0902,                0.57246,                 1.0791,                0.89473,                 0.8951,                 0.9304,                0.57779,                 1.1439,                0.55983,                  1.178,               0.006667,               0.006667,               0.006667
                    103,                 1.0881,                0.57264,                  1.078,                0.89599,                  0.863,                 0.8958,                0.57875,                 1.1422,                0.53684,                  1.167,               0.006634,               0.006634,               0.006634
                    104,                 1.0963,                0.57953,                 1.0905,                0.87668,                0.88937,                0.89003,                0.59414,                 1.1269,                0.52895,                 1.1528,               0.006601,               0.006601,               0.006601
                    105,                 1.0973,                0.57775,                 1.0792,                0.88304,                0.91759,                0.92133,                0.59458,                  1.141,                0.53341,                 1.1687,               0.006568,               0.006568,               0.006568
                    106,                 1.0731,                0.57023,                 1.0983,                   0.93,                0.86923,                0.93576,                 0.5901,                 1.1294,                0.54975,                 1.1622,               0.006535,               0.006535,               0.006535
                    107,                 1.0614,                0.57387,                 1.0968,                0.90883,                0.93423,                0.94617,                0.60558,                 1.1367,                0.53753,                 1.1678,               0.006502,               0.006502,               0.006502
                    108,                 1.0827,                0.57397,                 1.0779,                0.87446,                0.88612,                0.90732,                0.57512,                 1.1872,                0.54267,                 1.1881,               0.006469,               0.006469,               0.006469
                    109,                 1.0922,                0.56147,                 1.0809,                0.86908,                0.93082,                0.91918,                0.59391,                 1.1654,                0.53605,                  1.177,               0.006436,               0.006436,               0.006436
                    110,                 1.0623,                0.56696,                  1.078,                0.86652,                0.86508,                 0.9171,                0.58292,                 1.1329,                0.54385,                 1.1724,               0.006403,               0.006403,               0.006403
                    111,                 1.0878,                0.57507,                 1.0867,                0.90611,                 0.8692,                0.90896,                0.56912,                 1.1629,                0.54648,                 1.1806,                0.00637,                0.00637,                0.00637
                    112,                 1.0917,                0.57664,                 1.0855,                 0.8746,                0.88122,                0.92325,                0.58606,                 1.1361,                0.54393,                 1.1531,               0.006337,               0.006337,               0.006337
                    113,                 1.0609,                0.56325,                 1.0683,                 0.8465,                0.88254,                0.91834,                0.60704,                 1.1318,                0.53237,                 1.1603,               0.006304,               0.006304,               0.006304
                    114,                 1.0611,                0.56041,                 1.0806,                 0.9004,                0.92661,                0.94357,                0.60336,                 1.1581,                0.53757,                 1.1669,               0.006271,               0.006271,               0.006271
                    115,                 1.0584,                 0.5549,                 1.0677,                0.81519,                0.87813,                0.87693,                0.56791,                 1.1565,                0.52892,                  1.177,               0.006238,               0.006238,               0.006238
                    116,                 1.1075,                0.58463,                 1.0749,                0.87468,                0.90839,                 0.9368,                0.60386,                 1.1349,                0.51904,                 1.1612,               0.006205,               0.006205,               0.006205
                    117,                 1.0607,                0.56115,                 1.0769,                0.95172,                0.84195,                0.93476,                0.60347,                 1.1196,                 0.5204,                 1.1629,               0.006172,               0.006172,               0.006172
                    118,                  1.093,                0.56961,                  1.076,                0.85531,                0.93391,                0.93279,                0.61044,                  1.133,                0.52949,                 1.1608,               0.006139,               0.006139,               0.006139
                    119,                 1.0803,                0.55982,                 1.0785,                0.89316,                 0.8471,                0.90361,                0.59136,                 1.1475,                0.51919,                 1.1755,               0.006106,               0.006106,               0.006106
                    120,                 1.0756,                0.55693,                 1.0756,                 0.9203,                0.90651,                0.93064,                 0.5938,                 1.1441,                0.51826,                 1.1638,               0.006073,               0.006073,               0.006073
                    121,                 1.0906,                0.57133,                 1.0837,                0.92416,                0.83057,                0.92873,                0.59379,                 1.1644,                0.53783,                 1.1738,                0.00604,                0.00604,                0.00604
                    122,                 1.0891,                 0.5585,                 1.0808,                0.97818,                0.89978,                0.95996,                0.61495,                 1.1674,                 0.5361,                 1.1674,               0.006007,               0.006007,               0.006007
                    123,                 1.0405,                0.53989,                 1.0647,                0.88213,                 0.8755,                0.90888,                0.59638,                 1.1516,                0.52321,                 1.1664,               0.005974,               0.005974,               0.005974
                    124,                 1.0546,                 0.5566,                 1.0708,                0.95016,                0.87312,                0.93935,                0.59485,                 1.1419,                 0.5276,                 1.1578,               0.005941,               0.005941,               0.005941
                    125,                 1.0612,                0.55042,                 1.0763,                0.88377,                0.90977,                0.92965,                0.61475,                 1.1456,                0.52327,                 1.1721,               0.005908,               0.005908,               0.005908
                    126,                 1.0512,                0.54804,                  1.064,                0.95243,                0.92497,                0.95799,                0.60971,                 1.1244,                0.51747,                  1.158,               0.005875,               0.005875,               0.005875
                    127,                 1.0494,                0.54229,                 1.0633,                0.93201,                0.87667,                0.91524,                 0.5894,                 1.1347,                0.52419,                 1.1607,               0.005842,               0.005842,               0.005842
                    128,                  1.084,                0.55501,                 1.0655,                0.86688,                0.89014,                0.92846,                0.61648,                 1.1335,                0.52089,                 1.1596,               0.005809,               0.005809,               0.005809
                    129,                 1.0381,                0.55097,                  1.074,                0.93544,                0.87031,                0.93636,                 0.5912,                  1.142,                0.52144,                 1.1618,               0.005776,               0.005776,               0.005776
                    130,                 1.0608,                0.54575,                 1.0729,                0.93112,                0.86426,                0.93737,                0.59971,                 1.1277,                0.51347,                 1.1581,               0.005743,               0.005743,               0.005743
                    131,                 1.0447,                0.54036,                 1.0656,                0.88702,                0.87814,                0.93011,                  0.611,                 1.1251,                0.50703,                 1.1545,                0.00571,                0.00571,                0.00571
                    132,                 1.0301,                0.53475,                 1.0603,                0.88975,                0.86787,                0.90807,                0.57735,                 1.1298,                0.50852,                 1.1705,               0.005677,               0.005677,               0.005677
                    133,                 1.0315,                0.54079,                  1.066,                0.90312,                0.85584,                0.92552,                0.61737,                 1.1278,                0.51489,                  1.157,               0.005644,               0.005644,               0.005644
                    134,                 1.0582,                0.54182,                 1.0646,                0.96614,                0.90454,                0.96154,                0.63396,                 1.1249,                0.50772,                  1.152,               0.005611,               0.005611,               0.005611
                    135,                 1.0438,                0.53866,                 1.0636,                0.97022,                0.87592,                 0.9525,                0.58516,                 1.1488,                0.52762,                 1.1736,               0.005578,               0.005578,               0.005578
                    136,                 1.0426,                0.54148,                 1.0655,                0.95714,                 0.9246,                0.95446,                 0.6212,                  1.139,                0.50232,                 1.1511,               0.005545,               0.005545,               0.005545
                    137,                 1.0442,                   0.54,                 1.0593,                0.91481,                0.84776,                0.89861,                0.59106,                 1.1282,                0.52662,                 1.1551,               0.005512,               0.005512,               0.005512
                    138,                 1.0192,                0.53064,                  1.062,                0.92456,                0.83923,                0.91817,                0.57875,                 1.1271,                0.51172,                 1.1638,               0.005479,               0.005479,               0.005479
                    139,                  1.021,                0.52466,                 1.0545,                0.93642,                0.88315,                0.92754,                0.61619,                 1.1383,                0.52001,                 1.1622,               0.005446,               0.005446,               0.005446
                    140,                 1.0276,                0.53854,                 1.0695,                0.91363,                0.87935,                0.94213,                0.61236,                 1.1381,                0.50836,                 1.1624,               0.005413,               0.005413,               0.005413
                    141,                 1.0319,                0.53129,                 1.0614,                0.95254,                0.84208,                0.94123,                 0.5877,                 1.1485,                0.52224,                 1.1571,                0.00538,                0.00538,                0.00538
                    142,                 1.0053,                0.52375,                  1.048,                0.91848,                0.90814,                0.92728,                0.61041,                 1.1284,                0.51725,                 1.1576,               0.005347,               0.005347,               0.005347
                    143,                 1.0303,                0.53427,                 1.0593,                0.90515,                  0.915,                 0.9576,                0.61551,                  1.136,                 0.5008,                 1.1687,               0.005314,               0.005314,               0.005314
                    144,                 1.0266,                0.53097,                 1.0607,                0.95831,                0.87866,                0.94805,                0.61283,                 1.1442,                0.50657,                 1.1681,               0.005281,               0.005281,               0.005281
                    145,                 1.0208,                0.52657,                 1.0666,                0.93908,                0.90408,                0.94646,                0.62887,                  1.147,                0.50148,                 1.1614,               0.005248,               0.005248,               0.005248
                    146,                 1.0249,                0.53017,                 1.0376,                0.96517,                0.87696,                0.93859,                0.62025,                 1.1482,                0.50795,                 1.1651,               0.005215,               0.005215,               0.005215
                    147,                 1.0052,                0.51808,                 1.0439,                0.96734,                0.89365,                 0.9536,                0.61803,                 1.1466,                0.49805,                 1.1588,               0.005182,               0.005182,               0.005182
                    148,                 1.0115,                0.52211,                 1.0457,                0.95904,                0.90739,                0.92977,                0.63104,                 1.1299,                0.49841,                 1.1441,               0.005149,               0.005149,               0.005149
                    149,                 1.0163,                0.51887,                 1.0348,                0.93082,                0.91016,                0.94622,                0.60937,                 1.1487,                0.50512,                 1.1597,               0.005116,               0.005116,               0.005116
                    150,                 1.0177,                0.51539,                 1.0546,                0.93803,                0.90116,                0.94259,                0.60717,                 1.1299,                0.50134,                 1.1623,               0.005083,               0.005083,               0.005083
                    151,                 1.0044,                0.51392,                 1.0345,                0.94435,                0.89002,                 0.9514,                0.63636,                 1.1264,                0.50588,                 1.1549,                0.00505,                0.00505,                0.00505
                    152,                 1.0225,                0.52373,                 1.0476,                0.94194,                0.89194,                0.93452,                0.61333,                 1.1273,                0.49278,                 1.1531,               0.005017,               0.005017,               0.005017
                    153,                 1.0024,                0.51842,                 1.0461,                 0.9551,                0.90971,                0.95445,                0.61854,                 1.1232,                0.49591,                 1.1495,               0.004984,               0.004984,               0.004984
                    154,                 1.0072,                0.51777,                 1.0366,                0.95854,                0.88546,                 0.9423,                0.61643,                 1.1085,                0.49475,                 1.1439,               0.004951,               0.004951,               0.004951
