                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                 1.0747,                0.55821,                 1.0744,                0.86356,                 0.8735,                0.90785,                0.57452,                 1.1874,                0.53884,                 1.1889,               0.006007,               0.006007,               0.006007
                    123,                 1.0385,                0.53698,                 1.0649,                0.93473,                0.92337,                0.95497,                0.59008,                 1.1919,                0.54525,                 1.2001,               0.005974,               0.005974,               0.005974
                    124,                 1.0452,                0.55117,                 1.0735,                0.95129,                0.90387,                0.93561,                0.56943,                 1.1662,                0.51999,                 1.1964,               0.005941,               0.005941,               0.005941
                    125,                 1.0469,                0.54415,                  1.076,                0.89425,                0.87888,                0.92385,                0.56679,                 1.1664,                0.52648,                 1.2045,               0.005908,               0.005908,               0.005908
                    126,                 1.0392,                0.54106,                 1.0607,                0.92122,                0.91461,                0.93717,                0.60856,                 1.1387,                0.52181,                 1.1809,               0.005875,               0.005875,               0.005875
                    127,                 1.0326,                0.53696,                  1.059,                  0.975,                0.88786,                 0.9528,                0.58781,                 1.1313,                0.51842,                 1.1749,               0.005842,               0.005842,               0.005842
                    128,                 1.0606,                0.54495,                  1.059,                0.94694,                0.92732,                 0.9541,                0.58291,                 1.1438,                0.52378,                 1.1762,               0.005809,               0.005809,               0.005809
                    129,                 1.0277,                0.54916,                  1.072,                0.90416,                0.93612,                0.94567,                0.56503,                 1.1592,                0.53424,                 1.1903,               0.005776,               0.005776,               0.005776
                    130,                 1.0446,                0.53902,                 1.0707,                0.87358,                0.95455,                0.93326,                0.58606,                 1.1436,                0.51927,                 1.1801,               0.005743,               0.005743,               0.005743
                    131,                 1.0318,                0.53309,                 1.0612,                0.95137,                0.86107,                0.94548,                 0.5933,                 1.1413,                0.51405,                 1.1743,                0.00571,                0.00571,                0.00571
                    132,                 1.0206,                0.52925,                 1.0568,                0.86538,                0.91534,                0.94679,                 0.5846,                 1.1327,                0.51125,                 1.1808,               0.005677,               0.005677,               0.005677
                    133,                 1.0234,                0.53751,                 1.0617,                0.89555,                 0.9559,                0.94139,                 0.5755,                 1.1777,                0.52049,                 1.1985,               0.005644,               0.005644,               0.005644
                    134,                 1.0489,                0.53696,                 1.0615,                0.92526,                0.94915,                0.95626,                0.60541,                 1.1203,                0.50717,                 1.1594,               0.005611,               0.005611,               0.005611
                    135,                  1.019,                0.53168,                 1.0556,                0.93143,                0.94709,                0.94778,                0.58884,                 1.1312,                  0.523,                 1.1842,               0.005578,               0.005578,               0.005578
                    136,                 1.0294,                0.53467,                 1.0619,                0.91871,                0.87075,                0.94073,                0.60011,                 1.1493,                0.51757,                 1.1876,               0.005545,               0.005545,               0.005545
                    137,                 1.0318,                0.53619,                 1.0551,                0.96977,                0.90918,                0.94878,                0.58979,                 1.1497,                0.51593,                 1.1835,               0.005512,               0.005512,               0.005512
                    138,                 1.0056,                 0.5215,                 1.0563,                0.94829,                0.85381,                0.93324,                0.57946,                 1.1148,                0.51791,                  1.175,               0.005479,               0.005479,               0.005479
                    139,                 1.0104,                0.52013,                 1.0504,                0.91226,                0.92969,                0.95082,                0.59209,                 1.1418,                0.51045,                 1.1806,               0.005446,               0.005446,               0.005446
                    140,                 1.0231,                0.53278,                 1.0705,                0.96366,                0.95023,                0.96645,                0.60189,                 1.1349,                0.52874,                 1.1743,               0.005413,               0.005413,               0.005413
                    141,                 1.0131,                0.52226,                 1.0575,                0.94853,                0.93606,                0.96736,                0.59773,                  1.134,                0.50071,                 1.1729,                0.00538,                0.00538,                0.00538
                    142,                0.98905,                0.51257,                 1.0418,                0.95225,                0.92366,                 0.9485,                0.58926,                 1.1539,                0.52265,                 1.1772,               0.005347,               0.005347,               0.005347
                    143,                 1.0249,                0.52938,                  1.057,                0.89002,                0.92218,                0.93503,                0.60165,                 1.1145,                0.49744,                 1.1725,               0.005314,               0.005314,               0.005314
                    144,                 1.0103,                0.52797,                 1.0578,                 0.9258,                0.91089,                0.93283,                 0.6049,                 1.1319,                0.50362,                 1.1752,               0.005281,               0.005281,               0.005281
                    145,                 1.0059,                0.51875,                 1.0675,                0.97498,                0.84658,                0.94249,                0.59039,                 1.1493,                0.50086,                 1.1921,               0.005248,               0.005248,               0.005248
